id,class
006F8606F6,2
00C22FC0EA,2
00CECD2708,3
0125D1C6C3,3
0158CDF991,2
01693B60FE,1
019AE1E661,2
01F03AFBFF,1
025D0E8105,1
030D460C87,0
0336FA0322,0
03FA0DF389,1
05835748A6,1
063C98F745,1
0665427E82,3
067AB43185,1
06C1A5D7F1,1
0835E0E6D8,4
08E1BA4B4B,2
09AC166B64,1
0A658E0936,3
0B450FA67F,3
0B5840229C,2
0B6830EE15,2
0B82408803,2
0BC06803FF,2
0CFF03FCC1,2
0E774B0EFE,0
0F1AF32C93,0
0F81941C18,0
107A44BC9B,4
11417923C1,2
11806D76AD,2
11DCA97731,2
128B157A7C,3
129970B6FE,3
130ACCD7F4,2
131DA4962D,3
13F52C4859,2
13F90261D1,4
153F77E255,1
169A298863,4
17643935EA,2
176CB0DE95,0
17905A3861,3
179DB57CE2,0
182DF51AF2,2
19885F0860,2
1989FCD6FD,3
1C702E88FB,4
1C7CAA6675,1
1D1A5C997D,2
1D435D2349,4
1D5632D249,3
1D7CC17833,2
1EF5FCF7BB,1
1F17AF4D18,1
1F74D6608F,3
226D535F81,3
22913884E4,2
22FABFA5B6,1
23ABA5AC47,1
245B736A2A,3
26CF244858,2
27C5695794,4
27CF23AB3C,0
2801F95BCD,4
2973205547,1
299878E723,1
29B9DC6F6A,2
29EC8E2C3E,0
2A593B6732,3
2B4377BC32,2
2B9A1CC814,1
2C500069BC,2
2C5D892869,4
2C5DAF4812,1
2D3D9A3F59,3
2E0B6E1A37,0
2F1E75AAD9,4
2F4B0CE443,4
30B1181054,3
31EA573B60,3
322681980E,2
32A1FDCCA5,1
3363E12CE8,4
36063E5BF3,2
369B636E2F,4
3773AAE60F,1
3787598C28,2
37BF313921,2
37CB8284E5,3
37E43239D9,0
3916F48FD9,4
39D563929F,3
39F36CD5CE,1
3A3A747A61,0
3B8478E1DC,4
3BB7D6834C,3
3C59DD40ED,1
3CE105CDCE,1
3D441D0702,3
3DAF13E671,2
3DF65C56B4,0
3E50C93D7D,1
3F018BA17C,3
3FF56F59D3,3
40366589C4,1
40AE4430D5,1
40F9EB7B00,4
40FD801394,2
416D521441,1
4296D798EE,0
4318710884,2
434941CB07,1
43A15DDE89,2
45C81E37B6,2
45D7BB6117,0
464A300EE0,2
46A3A23476,2
46F41217A1,4
46F586838F,4
4765841B3C,1
4943D43A89,3
49F1057AEC,2
49F34C8361,3
4AE404D189,3
4BA7ADB747,2
4BE6DFF18B,2
4C01D73073,2
4CA2009524,4
4D4BC8FBBC,4
4DD6718F6F,0
4DE7B7E5C9,2
4E264727D7,4
4F8DE26892,0
5086F1BCE6,1
50DE07F13F,1
5119433930,4
5138BADA49,1
521E693C46,1
52A9CD0385,4
53196A08B7,3
538CFE6771,1
5423C4446B,0
54DF054859,1
54F09F43B3,1
5535C96638,4
555F8536D8,2
561D588A9C,4
56283D543A,4
56A4659066,2
57134D9B71,0
573A0A9653,3
589C273545,0
58F41EE5BC,1
59DB41383B,2
5A10112C9B,1
5A408C6649,1
5C47D38531,0
5D24B9F7C4,1
5D8FC85BC6,2
5E03575727,3
5E586D29BD,4
5EBC1122F9,2
5F255A0964,1
6029B72300,1
6172FAF0DD,3
61B0E5C347,3
61F0DA5DF2,2
6247D7FCC7,1
62F7D4467D,1
63785071BD,2
6405326438,1
64F2DDA0AA,0
657F18C6AE,0
65BF2008F2,1
665B409AA0,1
6662BC3C54,1
66A1C2B33C,2
670514AFCC,3
68D0518F1D,3
695507C638,1
697C12FB69,0
6A2AF78282,1
6AB9C58C18,1
6C6AA226F1,3
6C946CC20B,3
6D0424D6E6,4
6D32029E0C,2
6D55955B1A,4
6D78411036,3
6DA96CC726,2
6E953384B2,1
6E962DAF7F,1
6E9F7168A6,3
6EC0AE705C,0
6F359C960F,3
6FB0E4EF88,1
6FEA832874,1
6FF97D0750,2
7000E8FB61,2
7042FD42EA,1
70BBCCA162,0
717E305DBA,3
730049E065,2
7300FE105D,3
7309305DB4,1
7344C88005,2
7350B1E247,4
759E1034C2,1
75FAA1BA1B,1
767EC89E7B,1
769AC28420,2
