id,class
006F8606F6,1
00C22FC0EA,0
00CECD2708,0
0125D1C6C3,3
0158CDF991,1
01693B60FE,0
019AE1E661,1
01F03AFBFF,1
025D0E8105,2
030D460C87,1
0336FA0322,1
03FA0DF389,2
05835748A6,1
063C98F745,1
0665427E82,2
067AB43185,1
06C1A5D7F1,0
0835E0E6D8,1
08E1BA4B4B,2
09AC166B64,1
0A658E0936,1
0B450FA67F,3
0B5840229C,3
0B6830EE15,2
0B82408803,3
0BC06803FF,2
0CFF03FCC1,0
0E774B0EFE,3
0F1AF32C93,1
0F81941C18,0
107A44BC9B,4
11417923C1,3
11806D76AD,4
11DCA97731,3
128B157A7C,0
129970B6FE,1
130ACCD7F4,3
131DA4962D,3
13F52C4859,1
13F90261D1,3
153F77E255,1
169A298863,0
17643935EA,0
176CB0DE95,3
17905A3861,3
179DB57CE2,1
182DF51AF2,3
19885F0860,3
1989FCD6FD,2
1C702E88FB,4
1C7CAA6675,0
1D1A5C997D,0
1D435D2349,1
1D5632D249,3
1D7CC17833,2
1EF5FCF7BB,2
1F17AF4D18,0
1F74D6608F,2
226D535F81,0
22913884E4,1
22FABFA5B6,1
23ABA5AC47,1
245B736A2A,2
26CF244858,3
27C5695794,1
27CF23AB3C,0
2801F95BCD,0
2973205547,1
299878E723,1
29B9DC6F6A,1
29EC8E2C3E,0
2A593B6732,4
2B4377BC32,1
2B9A1CC814,1
2C500069BC,2
2C5D892869,1
2C5DAF4812,1
2D3D9A3F59,1
2E0B6E1A37,1
2F1E75AAD9,1
2F4B0CE443,1
30B1181054,0
31EA573B60,1
322681980E,2
32A1FDCCA5,0
3363E12CE8,2
36063E5BF3,0
369B636E2F,3
3773AAE60F,1
3787598C28,1
37BF313921,1
37CB8284E5,1
37E43239D9,4
3916F48FD9,0
39D563929F,3
39F36CD5CE,0
3A3A747A61,0
3B8478E1DC,1
3BB7D6834C,2
3C59DD40ED,0
3CE105CDCE,1
3D441D0702,0
3DAF13E671,0
3DF65C56B4,1
3E50C93D7D,1
3F018BA17C,3
3FF56F59D3,2
40366589C4,1
40AE4430D5,0
40F9EB7B00,0
40FD801394,0
416D521441,1
4296D798EE,1
4318710884,1
434941CB07,1
43A15DDE89,4
45C81E37B6,3
45D7BB6117,0
464A300EE0,1
46A3A23476,3
46F41217A1,0
46F586838F,2
4765841B3C,0
4943D43A89,3
49F1057AEC,1
49F34C8361,3
4AE404D189,1
4BA7ADB747,0
4BE6DFF18B,3
4C01D73073,4
4CA2009524,4
4D4BC8FBBC,4
4DD6718F6F,1
4DE7B7E5C9,2
4E264727D7,2
4F8DE26892,1
5086F1BCE6,0
50DE07F13F,1
5119433930,0
5138BADA49,1
521E693C46,4
52A9CD0385,4
53196A08B7,1
538CFE6771,0
5423C4446B,1
54DF054859,1
54F09F43B3,3
5535C96638,1
555F8536D8,3
561D588A9C,0
56283D543A,4
56A4659066,0
57134D9B71,1
573A0A9653,0
589C273545,0
58F41EE5BC,1
59DB41383B,1
5A10112C9B,1
5A408C6649,2
5C47D38531,0
5D24B9F7C4,1
5D8FC85BC6,0
5E03575727,3
5E586D29BD,3
5EBC1122F9,0
5F255A0964,1
6029B72300,1
6172FAF0DD,1
61B0E5C347,1
61F0DA5DF2,1
6247D7FCC7,1
62F7D4467D,1
63785071BD,3
6405326438,1
64F2DDA0AA,3
657F18C6AE,1
65BF2008F2,1
665B409AA0,1
6662BC3C54,1
66A1C2B33C,0
670514AFCC,1
68D0518F1D,3
695507C638,1
697C12FB69,0
6A2AF78282,3
6AB9C58C18,1
6C6AA226F1,1
6C946CC20B,0
6D0424D6E6,0
6D32029E0C,3
6D55955B1A,0
6D78411036,0
6DA96CC726,3
6E953384B2,2
6E962DAF7F,1
6E9F7168A6,3
6EC0AE705C,1
6F359C960F,3
6FB0E4EF88,1
6FEA832874,0
6FF97D0750,1
7000E8FB61,1
7042FD42EA,1
70BBCCA162,1
717E305DBA,0
730049E065,1
7300FE105D,2
7309305DB4,0
7344C88005,3
7350B1E247,0
759E1034C2,1
75FAA1BA1B,0
767EC89E7B,1
769AC28420,2
76AAF99B64,0
77B14A7C59,2
78328F7B5A,1
79238F26A6,1
796805FC8D,1
798013C730,1
