id,class
006F8606F6,2
00C22FC0EA,4
00CECD2708,0
0125D1C6C3,2
0158CDF991,2
01693B60FE,1
019AE1E661,2
01F03AFBFF,1
025D0E8105,2
030D460C87,0
0336FA0322,0
03FA0DF389,1
05835748A6,1
063C98F745,1
0665427E82,2
067AB43185,1
06C1A5D7F1,1
0835E0E6D8,4
08E1BA4B4B,2
09AC166B64,1
0A658E0936,4
0B450FA67F,3
0B5840229C,2
0B6830EE15,4
0B82408803,2
0BC06803FF,2
0CFF03FCC1,2
0E774B0EFE,0
0F1AF32C93,0
0F81941C18,0
107A44BC9B,4
11417923C1,2
11806D76AD,2
11DCA97731,2
128B157A7C,0
129970B6FE,2
130ACCD7F4,2
131DA4962D,0
13F52C4859,2
13F90261D1,4
153F77E255,1
169A298863,2
17643935EA,2
176CB0DE95,0
17905A3861,3
179DB57CE2,1
182DF51AF2,2
19885F0860,2
1989FCD6FD,4
1C702E88FB,4
1C7CAA6675,1
1D1A5C997D,2
1D435D2349,2
1D5632D249,2
1D7CC17833,2
1EF5FCF7BB,1
1F17AF4D18,2
1F74D6608F,2
226D535F81,4
22913884E4,2
22FABFA5B6,4
23ABA5AC47,1
245B736A2A,2
26CF244858,2
27C5695794,0
27CF23AB3C,0
2801F95BCD,2
2973205547,0
299878E723,1
29B9DC6F6A,2
29EC8E2C3E,0
2A593B6732,2
2B4377BC32,1
2B9A1CC814,1
2C500069BC,2
2C5D892869,0
2C5DAF4812,1
2D3D9A3F59,2
2E0B6E1A37,0
2F1E75AAD9,1
2F4B0CE443,2
30B1181054,3
31EA573B60,2
322681980E,2
32A1FDCCA5,0
3363E12CE8,2
36063E5BF3,0
369B636E2F,4
3773AAE60F,0
3787598C28,0
37BF313921,2
37CB8284E5,3
37E43239D9,0
3916F48FD9,0
39D563929F,4
39F36CD5CE,4
3A3A747A61,2
3B8478E1DC,1
3BB7D6834C,3
3C59DD40ED,4
3CE105CDCE,1
3D441D0702,0
3DAF13E671,0
3DF65C56B4,0
3E50C93D7D,1
3F018BA17C,3
3FF56F59D3,2
40366589C4,1
40AE4430D5,0
40F9EB7B00,0
40FD801394,2
416D521441,1
4296D798EE,2
4318710884,2
434941CB07,1
43A15DDE89,0
45C81E37B6,2
45D7BB6117,0
464A300EE0,2
46A3A23476,2
46F41217A1,1
46F586838F,4
4765841B3C,1
4943D43A89,3
49F1057AEC,0
49F34C8361,3
4AE404D189,3
4BA7ADB747,0
4BE6DFF18B,2
4C01D73073,2
4CA2009524,0
4D4BC8FBBC,0
4DD6718F6F,0
4DE7B7E5C9,2
4E264727D7,0
4F8DE26892,0
5086F1BCE6,4
50DE07F13F,1
5119433930,4
5138BADA49,1
521E693C46,0
52A9CD0385,4
53196A08B7,0
538CFE6771,1
5423C4446B,4
54DF054859,1
54F09F43B3,4
5535C96638,2
555F8536D8,2
561D588A9C,4
56283D543A,4
56A4659066,2
57134D9B71,0
573A0A9653,2
589C273545,3
58F41EE5BC,1
59DB41383B,2
5A10112C9B,1
5A408C6649,1
5C47D38531,1
5D24B9F7C4,2
5D8FC85BC6,0
5E03575727,3
5E586D29BD,4
5EBC1122F9,2
5F255A0964,1
6029B72300,1
6172FAF0DD,1
61B0E5C347,0
61F0DA5DF2,2
6247D7FCC7,1
62F7D4467D,1
63785071BD,2
6405326438,0
64F2DDA0AA,0
657F18C6AE,0
65BF2008F2,1
665B409AA0,1
6662BC3C54,1
66A1C2B33C,2
670514AFCC,2
68D0518F1D,3
695507C638,4
697C12FB69,1
6A2AF78282,1
6AB9C58C18,0
6C6AA226F1,2
6C946CC20B,2
6D0424D6E6,0
6D32029E0C,2
6D55955B1A,4
6D78411036,0
6DA96CC726,2
6E953384B2,1
6E962DAF7F,2
6E9F7168A6,3
6EC0AE705C,0
6F359C960F,2
6FB0E4EF88,2
6FEA832874,1
6FF97D0750,4
7000E8FB61,2
7042FD42EA,1
70BBCCA162,1
717E305DBA,0
730049E065,2
7300FE105D,3
7309305DB4,1
7344C88005,2
7350B1E247,0
759E1034C2,1
75FAA1BA1B,1
767EC89E7B,1
769AC28420,2
76AAF99B64,4
77B14A7C59,2
78328F7B5A,3
79238F26A6,1
796805FC8D,1
798013C730,2
7B0702E9FD,1
7B1861BDDA,4
7B8E172B66,2
7C3A14C530,1
7D0026F72E,4
7EE4993750,2
7F0F326EA2,2
7F181EDA25,1
808B09916A,2
81A37EC9AC,1
81BEE1F0DE,1
84353EE4DB,1
844427FE89,2
84B0E2153E,1
84BFE30019,4
864875FBBE,0
86B9F51B85,2
8722663F31,0
87A4969FED,3
87D160DF61,0
883538D253,2
88DE9A0DA4,3
896F257E36,1
89BB0929A5,2
89BD0A4EF1,0
89F11A1583,0
8A1BE95669,1
8B0CB98C5C,0
8C15F15BFE,1
8C3961969E,2
8C920CE63A,1
8CA573420D,2
8D4A3BB275,3
8D647EED28,0
8E4CB88CC5,1
8E5CC39832,0
8E8DBF8BCF,0
911995A7BB,1
933DD144D6,4
93AC3DA7A9,1
943EEFB9B6,0
944B3EC9DB,0
9480733643,4
94CFFD34C6,0
958E1D13DE,2
95A9B0E62F,1
95CA6CE44E,4
95E877744F,3
97C33A960F,4
987B12DA46,1
98B0A29127,2
98C927CF89,3
98DFCDCDF5,2
995C7B8D1E,1
99A4217569,2
9B1927E112,2
9B563E666C,0
9CC0364979,3
9E93633EC5,2
9F74FBB693,3
A044294D03,0
A06E7B2B3D,0
A2FBBCE882,1
A33867A445,4
A383435481,1
A43A8BE8B0,1
A450FE11D5,1
A465E89804,2
A4E04413DD,3
A5822E30CE,1
A595081686,0
A772C33ACC,1
A850C101B5,2
A9143FD0AE,1
AB001A03CC,4
ABA2AB52B9,2
AC9452A124,4
AD228F7669,1
AEC487159E,4
AFE75C7A36,1
B0885A6B6A,4
B17256020C,3
B32DC55C9C,2
B35961761D,0
B3764C086C,4
B4EA17A404,0
B509A8A1E7,0
B579D93F3C,3
B5838F3D73,1
B5844A85AD,3
B63DAB3AD8,2
B68637C002,3
B700AC2705,2
B7141FBE9E,2
B737DECC6E,2
B7C62F06E0,2
B7FEADE8E3,0
B94FC929D8,2
B9CA8A32DF,0
B9F95E901E,1
BA98021FA5,1
BA9DF7ADEE,0
BAF4F42D39,4
BB17006A63,2
BB745EA3C1,4
BBAC3FC2EE,2
BBB52E38C3,1
BC7E817CDE,2
BD5451DF52,1
BDAFB65A2A,0
BE23F3CC81,4
BE2CA92827,1
BE73FDE831,0
BE97527F24,2
BECC3BBD17,1
BF18A8E759,0
BF1D3224B2,1
BF61FFBC1C,3
BF6A21B516,2
BF9E70AFF9,2
C18C7E50D2,1
C19DB34416,2
C22F6173D7,1
C276EF0A58,4
C295EDF8BF,2
C2ADD7C478,1
C2EFD314BA,1
C30AD8A4A8,2
C3C880EF02,1
C3D8B23B69,1
C415C04F50,0
C4E0F2445F,3
C56B5CDC6B,3
C574183F0C,0
C5D38BB72E,4
C5EB5E8942,4
C687A5BC34,4
C722755EAE,4
C7CAFFAB34,3
C87E3F6C8A,3
CB067524B6,1
CB9FF88AAC,2
CC3137D213,1
CC487EB3FA,0
CCE602336F,0
CD5A8856CF,0
CEA1BAF3FD,0
CEA7DC65DD,0
CF26F3A06A,2
CF6636D979,0
D0EAEC6852,1
D0F620BA98,1
D10ED99F97,2
D12F125A33,0
D16FAB0C67,2
D1D54C7679,1
D2C2A30BBD,2
D3D911F948,1
D41ABE1C96,3
D55C79699E,4
D5775312BA,3
D5DC1D9EB8,3
D608B2F8EA,1
D620F72A3C,0
D789A56ECA,3
D83B73195D,1
D8A276BF30,2
D8DC2E8B30,2
D8EA9167E4,3
D916A67DAF,2
DA029182F0,0
DA7AE1BA0F,4
DAD8D52C28,2
DB7D4CBCF5,3
DB9EDFE750,2
DCBE5DDA63,4
DD6D7F2710,3
DE293981F6,0
DFBFBB1F34,3
E1B2E2B632,3
E2430869CF,0
E2BDD9164C,2
E37060B377,1
E48ECD7FB5,1
E6A9AED5E7,2
E6C7BCED4B,0
E7AE487D2D,0
E9D679FD27,3
EAAE22DA59,3
EAF9ED2E0D,1
EBE9C7DC11,1
EBEDB1DF7B,2
ECF1F26002,2
ED0602ECCF,0
EFEFE3ACC4,3
F036D71AF0,1
F187E09CD7,0
F1A140E07B,2
F1FB9BD260,2
F2CA25AB1A,1
F421E3CB34,1
F61B1BB71B,1
F67FC5C3E2,1
F86382F03A,2
F9607BA38B,1
F9F8F01AD0,0
FA228FC0CF,2
FAC04BFD86,3
FC072E93FE,1
FC4286FA19,2
FCED87FC66,2
FD7D1D9503,1
FDBBFB374B,1
FE1A7A2598,1
FE7571BBC1,3
FEE3BE9A0C,2
FF62AE7D8D,2
FF70B5A6CB,3
