id,class
006F8606F6,2
00C22FC0EA,2
00CECD2708,2
0125D1C6C3,2
0158CDF991,2
01693B60FE,2
019AE1E661,2
01F03AFBFF,2
025D0E8105,2
030D460C87,2
0336FA0322,2
03FA0DF389,2
05835748A6,2
063C98F745,2
0665427E82,2
067AB43185,2
06C1A5D7F1,2
0835E0E6D8,2
08E1BA4B4B,2
09AC166B64,2
0A658E0936,2
0B450FA67F,2
0B5840229C,2
0B6830EE15,2
0B82408803,2
0BC06803FF,2
0CFF03FCC1,2
0E774B0EFE,2
0F1AF32C93,2
0F81941C18,2
107A44BC9B,2
11417923C1,2
11806D76AD,2
11DCA97731,2
128B157A7C,2
129970B6FE,2
130ACCD7F4,2
131DA4962D,2
13F52C4859,2
13F90261D1,2
153F77E255,2
169A298863,2
17643935EA,2
176CB0DE95,2
17905A3861,2
179DB57CE2,2
182DF51AF2,2
19885F0860,2
1989FCD6FD,2
1C702E88FB,2
1C7CAA6675,2
1D1A5C997D,2
1D435D2349,2
1D5632D249,2
1D7CC17833,2
1EF5FCF7BB,2
1F17AF4D18,2
1F74D6608F,2
226D535F81,2
22913884E4,2
22FABFA5B6,2
23ABA5AC47,2
245B736A2A,2
26CF244858,2
27C5695794,2
27CF23AB3C,2
2801F95BCD,2
2973205547,2
299878E723,2
29B9DC6F6A,2
29EC8E2C3E,2
2A593B6732,2
2B4377BC32,2
2B9A1CC814,2
2C500069BC,2
2C5D892869,2
2C5DAF4812,2
2D3D9A3F59,2
2E0B6E1A37,2
2F1E75AAD9,2
2F4B0CE443,2
30B1181054,2
31EA573B60,2
322681980E,2
32A1FDCCA5,2
3363E12CE8,2
36063E5BF3,2
369B636E2F,2
3773AAE60F,2
3787598C28,2
37BF313921,2
37CB8284E5,2
37E43239D9,2
3916F48FD9,2
39D563929F,2
39F36CD5CE,2
3A3A747A61,2
3B8478E1DC,2
3BB7D6834C,2
3C59DD40ED,2
3CE105CDCE,2
3D441D0702,2
3DAF13E671,2
3DF65C56B4,2
3E50C93D7D,2
3F018BA17C,2
3FF56F59D3,2
40366589C4,2
40AE4430D5,2
40F9EB7B00,2
40FD801394,2
416D521441,2
4296D798EE,2
4318710884,2
434941CB07,2
43A15DDE89,2
45C81E37B6,2
45D7BB6117,2
464A300EE0,2
46A3A23476,2
46F41217A1,2
46F586838F,2
4765841B3C,2
4943D43A89,2
49F1057AEC,2
49F34C8361,2
4AE404D189,2
4BA7ADB747,2
4BE6DFF18B,2
4C01D73073,2
4CA2009524,2
4D4BC8FBBC,2
4DD6718F6F,2
4DE7B7E5C9,2
4E264727D7,2
4F8DE26892,2
5086F1BCE6,2
50DE07F13F,2
5119433930,2
5138BADA49,2
521E693C46,2
52A9CD0385,2
53196A08B7,2
538CFE6771,2
5423C4446B,2
54DF054859,2
54F09F43B3,2
5535C96638,2
555F8536D8,2
561D588A9C,2
56283D543A,2
56A4659066,2
57134D9B71,2
573A0A9653,2
589C273545,2
58F41EE5BC,2
59DB41383B,2
5A10112C9B,2
5A408C6649,2
5C47D38531,2
5D24B9F7C4,2
5D8FC85BC6,2
5E03575727,2
5E586D29BD,2
5EBC1122F9,2
5F255A0964,2
6029B72300,2
6172FAF0DD,2
61B0E5C347,2
61F0DA5DF2,2
6247D7FCC7,2
62F7D4467D,2
63785071BD,2
6405326438,2
64F2DDA0AA,2
657F18C6AE,2
65BF2008F2,2
665B409AA0,2
6662BC3C54,2
66A1C2B33C,2
670514AFCC,2
68D0518F1D,2
695507C638,2
697C12FB69,2
6A2AF78282,2
6AB9C58C18,2
6C6AA226F1,2
6C946CC20B,2
6D0424D6E6,2
6D32029E0C,2
6D55955B1A,2
6D78411036,2
6DA96CC726,2
6E953384B2,2
6E962DAF7F,2
6E9F7168A6,2
6EC0AE705C,2
6F359C960F,2
6FB0E4EF88,2
6FEA832874,2
6FF97D0750,2
7000E8FB61,2
7042FD42EA,2
70BBCCA162,2
717E305DBA,2
730049E065,2
7300FE105D,2
7309305DB4,2
7344C88005,2
7350B1E247,2
759E1034C2,2
75FAA1BA1B,2
767EC89E7B,2
769AC28420,2
