id,class
006F8606F6,4
00C22FC0EA,4
00CECD2708,4
0125D1C6C3,4
0158CDF991,4
01693B60FE,4
019AE1E661,4
01F03AFBFF,4
025D0E8105,4
030D460C87,4
0336FA0322,4
03FA0DF389,4
05835748A6,4
063C98F745,4
0665427E82,4
067AB43185,4
06C1A5D7F1,4
0835E0E6D8,4
08E1BA4B4B,4
09AC166B64,4
0A658E0936,4
0B450FA67F,4
0B5840229C,4
0B6830EE15,4
0B82408803,4
0BC06803FF,4
0CFF03FCC1,4
0E774B0EFE,4
0F1AF32C93,4
0F81941C18,4
107A44BC9B,4
11417923C1,4
11806D76AD,4
11DCA97731,4
128B157A7C,4
129970B6FE,4
130ACCD7F4,4
131DA4962D,4
13F52C4859,4
13F90261D1,4
153F77E255,4
169A298863,4
17643935EA,4
176CB0DE95,4
17905A3861,4
179DB57CE2,4
182DF51AF2,4
19885F0860,4
1989FCD6FD,4
1C702E88FB,4
1C7CAA6675,4
1D1A5C997D,4
1D435D2349,4
1D5632D249,4
1D7CC17833,4
1EF5FCF7BB,4
1F17AF4D18,4
1F74D6608F,4
226D535F81,4
22913884E4,4
22FABFA5B6,4
23ABA5AC47,4
245B736A2A,4
26CF244858,4
27C5695794,4
27CF23AB3C,4
2801F95BCD,4
2973205547,4
299878E723,4
29B9DC6F6A,4
29EC8E2C3E,4
2A593B6732,4
2B4377BC32,4
2B9A1CC814,4
2C500069BC,4
2C5D892869,4
2C5DAF4812,4
2D3D9A3F59,4
2E0B6E1A37,4
2F1E75AAD9,4
2F4B0CE443,4
30B1181054,4
31EA573B60,4
322681980E,4
32A1FDCCA5,4
3363E12CE8,4
36063E5BF3,4
369B636E2F,4
3773AAE60F,4
3787598C28,4
37BF313921,4
37CB8284E5,4
37E43239D9,4
3916F48FD9,4
39D563929F,4
39F36CD5CE,4
3A3A747A61,4
3B8478E1DC,4
3BB7D6834C,4
3C59DD40ED,4
3CE105CDCE,4
3D441D0702,4
3DAF13E671,4
3DF65C56B4,4
3E50C93D7D,4
3F018BA17C,4
3FF56F59D3,4
40366589C4,4
40AE4430D5,4
