id,SalePrice
1461,122781.94528910173
1462,155810.52759399894
1463,184160.57802216779
1464,195323.29671655234
1465,196401.9102434535
1466,172278.53904913162
1467,180406.15842080885
1468,161868.40122207542
1469,190308.51006496948
1470,119751.07744605588
1471,191341.62769683255
1472,98178.67807526977
1473,95305.24914225205
1474,145885.75878683914
1475,112721.03304477451
1476,364087.5763150456
1477,250519.25319425634
1478,295315.7284039544
1479,283765.01596958295
1480,480984.7442862875
1481,328981.1991645468
1482,212653.22151419712
1483,178390.54883504263
1484,161021.4466840371
1485,190769.0272658077
1486,194978.80162121542
1487,348820.51392110216
1488,236700.26500798418
1489,195689.444142526
1490,229718.7534469985
1491,194285.22653414856
1492,93067.52572451677
1493,190002.27203296273
1494,294273.1995958911
1495,289705.1145587206
1496,237554.0326615432
1497,178857.89539510943
1498,170372.50876335712
1499,162954.17885596008
1500,154797.8491731466
1501,174921.58730658883
1502,144086.9357774718
1503,282717.16834623506
1504,240001.3853617151
1505,226334.2095529169
1506,188890.6197300382
1507,243249.30929054398
1508,203719.99417401507
1509,164571.6212163806
1510,144390.52437368763
1511,149077.5245682101
1512,174914.48420859547
1513,149271.63190623088
1514,149130.37068797945
1515,191130.6481911543
1516,155099.26706760877
1517,168675.3533941245
1518,132326.96559443185
1519,215373.55971044523
1520,127935.8006932889
1521,131811.6587492855
1522,178537.22961769567
1523,111285.97252883477
1524,125555.50561013781
1525,119946.38106472132
1526,112859.09319080878
1527,108168.70575085806
1528,135787.88934699498
1529,150097.2524900274
1530,185529.43301442487
1531,107289.99599422562
1532,96941.52279366826
1533,144047.99205248785
1534,125252.99436361817
1535,147219.63249125797
1536,106613.43790281599
1537,65321.03909362494
1538,149914.70642996248
1539,195663.28884385532
1540,97920.36865966642
1541,137971.6207669694
1542,140394.82408362327
1543,194420.58830124236
1544,85961.2955907131
1545,115713.91515270818
1546,135381.10813551565
1547,128802.67061106034
1548,139690.16543231037
1549,121692.02802276284
1550,136686.2575932609
1551,110061.18340922272
1552,134487.3951585212
1553,147022.76477491995
1554,115560.350064854
1555,162753.83881114167
1556,83989.07600386628
1557,105428.16933270861
1558,99246.80086622859
1559,71186.20162067338
1560,131191.61381657352
1561,133917.06182733385
1562,129463.27015923729
1563,118755.46521759832
1564,151042.17307474813
1565,150985.4423575724
1566,238196.53074719856
1567,78171.70198270348
1568,230583.0897531247
1569,126158.97947227283
1570,138143.08937261655
1571,123215.09003658082
1572,143452.93619001683
1573,231506.43546764084
1574,117442.74650598996
1575,225387.5224562121
1576,241766.43312702113
1577,182294.958866857
1578,149557.298194249
1579,145362.37382286982
1580,197769.15848643094
1581,154228.04468694574
1582,124907.63721549758
1583,295219.66025629715
1584,217585.3528993593
1585,136058.6261044615
1586,69668.5964206385
1587,105206.92578007642
1588,151496.77767245128
1589,96674.05633351799
1590,134195.28562153352
1591,91510.99726367672
1592,116456.2250002997
1593,126623.04313535168
1594,124040.6959304117
1595,103767.14710079688
1596,227855.9519361559
1597,196247.22481539924
1598,231033.9767541628
1599,171727.67105955476
1600,162993.5353484949
1601,66871.26958512774
1602,117184.07259921772
1603,78622.10589408714
1604,260950.00480250406
1605,244670.7163326857
1606,171016.02636358794
1607,166395.38266721932
1608,215336.4944889863
1609,183870.00570768566
1610,153102.88239559502
1611,137896.1584002333
1612,171757.11102973716
1613,165965.4603741152
1614,127887.3184852942
1615,92180.44755392353
1616,77132.46693034793
1617,93290.59585714215
1618,125309.31971441275
1619,135550.7787519208
1620,156140.34368989116
1621,139856.58823653354
1622,141991.97366314256
1623,263545.1781382343
1624,206107.37389490465
1625,120889.16191300016
1626,171546.60762875917
1627,191802.7323719493
1628,279377.6573513822
1629,186122.33316993652
1630,352110.99929236737
1631,229442.88530487716
1632,246391.51090129744
1633,175438.3475999635
1634,182247.9191057614
1635,176208.74839735383
1636,151841.67891890137
1637,196184.57322078626
1638,183101.62450471768
1639,189308.61110289712
1640,251159.2698063159
1641,184082.84730125172
1642,238686.88091759427
1643,214697.17793171667
1644,233777.9314683583
1645,195653.70473357616
1646,159352.35002403526
1647,159438.60518802577
1648,128699.04825691278
1649,140266.91477214964
1650,112452.26612404795
1651,119595.93150996072
1652,97865.34471348522
1653,98751.5939342269
1654,146180.2614651923
1655,136495.27093526197
1656,140282.59697823384
1657,148408.7454557962
1658,142664.00769166247
1659,119053.67781696939
1660,154957.19876500237
1661,426614.2062136656
1662,404882.9847866657
1663,383301.0882191736
1664,400775.315787737
1665,304734.3560656019
1666,337196.90195550316
1667,390690.39181206265
1668,345748.53417574166
1669,311096.94066501176
1670,354396.2139248747
1671,260098.14675736323
1672,427667.6637367013
1673,288058.7680887994
1674,243534.0473993797
1675,194788.2959571836
1676,194844.95473071243
1677,220505.34889386428
1678,443420.52233508136
1679,392851.6577662705
1680,334372.38238196715
1681,252553.5167718511
1682,323596.5074673301
1683,180389.01647822687
1684,175685.14654798602
1685,177115.18131161114
1686,167692.1853821046
1687,174818.11302825174
1688,188732.16512898979
1689,195988.0535443039
1690,197069.90598335682
1691,184995.28386613543
1692,270207.0589721971
1693,171453.6421952758
1694,183987.71751833957
1695,169471.6180190142
1696,268714.4403825048
1697,175993.75978775552
1698,351067.23996107455
1699,317468.25985159364
1700,250234.82955841738
1701,271365.21864836855
1702,239659.58293508244
1703,241830.06122751473
1704,277119.64904286165
1705,240661.84308571593
1706,362170.5963741926
1707,217007.42777519688
1708,204353.6034528454
1709,268076.69277834473
1710,219008.88888808814
1711,270458.55314218486
1712,255993.10034573922
1713,278864.5949706795
1714,224428.16961480887
1715,209782.06822649777
1716,185321.6210832722
1717,178291.4175739591
1718,136412.23879511468
1719,204860.72813534623
1720,249434.53562313554
1721,166177.82051248205
1722,124755.00583180544
1723,154546.93589392112
1724,202149.67331069332
1725,234953.55597990216
1726,184967.16698623297
1727,151863.34865577653
1728,176119.0836652732
1729,166590.19336402926
1730,156482.46554228713
1731,122156.3988962072
1732,126966.75169000441
1733,113816.52085484363
1734,116636.00300890543
1735,126994.31764194214
1736,110034.26767186887
1737,300956.4204826808
1738,246331.04652783216
1739,238138.18430837514
1740,202469.49011828157
1741,185500.1309420501
1742,171498.90293937473
1743,180428.05160957138
1744,310829.4269870954
1745,220470.59173034286
1746,187601.28153196923
1747,217853.15398499547
1748,211685.7553527025
1749,145381.76432644977
1750,125976.34126914355
1751,246380.32326479704
1752,116351.09417265073
1753,147505.36268069284
1754,198039.79665036293
1755,164240.30105584342
1756,125166.33765413873
1757,121219.74843065959
1758,145923.46747160942
1759,162675.76516025074
1760,165947.66392363625
1761,145231.87953387402
1762,177678.27795098827
1763,185035.3430618508
1764,112331.16129221817
1765,153678.71477216436
1766,188284.01126792427
1767,219937.31610800704
1768,141539.37443818018
1769,175710.51608452696
1770,153473.7368851006
1771,125080.15365832685
1772,130674.40828521126
1773,127037.69441223
1774,138202.01881847443
1775,143364.42076700123
1776,130024.76312318043
1777,109654.58596460512
1778,138383.68306614956
1779,116191.80666673474
1780,181707.04356043355
1781,127023.93165305896
1782,89510.24631820578
1783,141504.34813769767
1784,107432.01216016055
1785,123335.25608492024
1786,142725.88253650616
1787,169387.48423227633
1788,59070.65479708454
1789,99400.49938096364
1790,80718.9094867646
1791,183898.50742307084
1792,158280.64106900932
1793,128003.61710775166
1794,154686.4405573661
1795,134243.40654907894
1796,131402.050085374
1797,118039.56547165605
1798,121780.60825840123
1799,111963.68063832328
1800,131719.94580612757
1801,127040.27897123339
1802,141986.36726041866
1803,147012.5230286311
1804,137151.37432646277
1805,136199.94804120963
1806,124326.965324668
1807,135997.85996862166
1808,127722.62210132534
1809,125226.3178480568
1810,141610.80749293725
1811,93837.41016925311
1812,99671.13178555803
1813,124599.51555157079
1814,96539.87084712634
1815,53983.29045008374
1816,100119.61816260073
1817,107779.57522440217
1818,139764.72716521894
1819,126209.76334421727
1820,54885.35550156214
1821,119850.02702677331
1822,152351.9038185927
1823,47827.51891288721
1824,131339.2253716749
1825,136260.27771838772
1826,102042.78539133017
1827,102353.64158511971
1828,136281.30852357985
1829,127093.79072063221
1830,137751.4619887157
1831,144598.93045239412
1832,78255.18332457588
1833,142890.10739323293
1834,115368.14633336737
1835,121416.60924852552
1836,126768.93807263688
1837,87711.20406195371
1838,121807.47480399751
1839,97491.86675165717
1840,149986.62451238657
1841,138322.16237640398
1842,86776.2509971986
1843,129109.04975620318
1844,143409.46528128497
1845,143767.40550035558
1846,155471.47759313608
1847,167530.3082652841
1848,52836.99986798436
1849,112699.09993859942
1850,117081.11103387867
1851,150480.09452318156
1852,126573.8954894926
1853,121005.35381803387
1854,164231.58414301905
1855,151159.35811096488
1856,223742.6658143084
1857,134314.43847109348
1858,137969.42094064207
1859,119035.61676963167
1860,148170.74488860066
1861,118289.232661531
1862,314595.4925463949
1863,295418.6037769021
1864,295753.1424175736
1865,335806.03914918425
1866,331128.04935433593
1867,227359.42963199614
1868,288323.9863772886
1869,204819.93255544332
1870,226683.85296763264
1871,255839.3808628992
1872,173435.14288612414
1873,234301.34716923867
1874,152711.46326549485
1875,198191.5501637599
1876,199912.16123624414
1877,211474.93078209154
1878,207570.52142028176
1879,129376.36304924493
1880,132220.4688127916
1881,241857.87989504248
1882,243527.47190529673
1883,189222.86004965578
1884,204709.2257346303
1885,243897.8955698924
1886,294181.9438271487
1887,212754.4104378335
1888,269481.56468222395
1889,165999.58343963575
1890,115403.23603276159
1891,138559.1255388683
1892,94817.03005549945
1893,125919.00389471224
1894,124504.24157585105
1895,134516.4675529434
1896,128458.8172366166
1897,115610.67620706982
1898,105282.97917293131
1899,161575.42858142103
1900,153286.2705687568
1901,172269.21904914104
1902,152170.34367330576
1903,220644.0406390509
1904,145111.575786201
1905,199916.34125052596
1906,151585.80264357466
1907,209012.5635505433
1908,108993.41161445685
1909,132658.78335186836
1910,118673.25331628973
1911,225102.1291905926
1912,332959.34165972436
1913,143266.17088463088
1914,58509.51099122309
1915,303498.4971549623
1916,67388.91453663481
1917,251977.67259090758
1918,141818.55641407473
1919,177589.10855543776
1920,154827.37212605868
1921,385823.7464146155
1922,320096.4609524736
1923,230931.52374517632
1924,219813.7158134337
1925,197575.61357144098
1926,372874.6400168827
1927,133066.4078122123
1928,158231.07107356272
1929,125896.78554045327
1930,134838.9222489006
1931,143108.70460177504
1932,142205.3699833292
1933,184472.025329709
1934,183012.9925346913
1935,170704.56722644303
1936,195171.65792430632
1937,185791.90004471896
1938,169665.47744759003
1939,238811.67922344268
1940,189528.67258440677
1941,172023.86218051024
1942,183703.80699219165
1943,213647.41107607822
1944,372988.0643273508
1945,401052.6872552304
1946,131564.8195471616
1947,282268.1894109493
1948,167642.70501284147
1949,247210.24403067262
1950,190279.1574096885
1951,238423.7225948239
1952,203980.5548772719
1953,165214.11253188143
1954,188360.91564201325
1955,137186.2412737142
1956,280579.4603206768
1957,152098.62764197105
1958,297912.2539416592
1959,144529.7980231411
1960,116467.16966217771
1961,120747.82161606384
1962,98158.51596849578
1963,106347.24966328489
1964,108034.98365381667
1965,140887.032040183
1966,138124.32429652195
1967,290030.17030311935
1968,424231.83054720087
1969,398126.53575331264
1970,424036.1193841711
1971,465297.53794083826
1972,371011.6165874631
1973,269073.1500929027
1974,335575.47103674454
1975,436047.78377314855
1976,271676.3400745535
1977,355820.1965662718
1978,370459.16840109264
1979,326687.0521649127
1980,202087.24681668397
1981,339342.5278141427
1982,224371.15450872903
1983,208306.4048658555
1984,167959.13141224606
1985,222360.62521725046
1986,208050.43212315865
1987,182020.56975784898
1988,174757.61459155532
1989,191954.6414948005
1990,211296.06265522575
1991,239118.90539084142
1992,215304.2872436431
1993,167755.00583462388
1994,228008.58800917034
1995,182417.90643679857
1996,248178.72183172614
1997,318783.4501624954
1998,315716.2505974048
1999,278624.55152745516
2000,317783.8588638336
2001,277356.8450365578
2002,245664.2781291474
2003,255930.93300456673
2004,280222.194921977
2005,228406.62283682628
2006,224112.80672207836
2007,250012.39270050926
2008,216514.1934304813
2009,195592.09292764546
2010,194191.71468531634
2011,141875.77959785733
2012,173715.30918594747
2013,179119.44790480752
2014,183067.27642309695
2015,205927.0100891245
2016,191124.2218763172
2017,195365.99751119816
2018,117789.75384216619
2019,133313.74883166148
2020,105062.03607820605
2021,103514.8018153535
2022,182411.71824478178
2023,144390.9622852881
2024,264850.8948079843
2025,361906.15353352984
2026,173229.81282409292
2027,159434.41441609082
2028,152351.32828357568
2029,168146.16844839463
2030,268752.16182772384
2031,235266.05994791578
2032,257632.72922054978
2033,256486.32674807456
2034,173245.7072434596
2035,221307.03053600012
2036,200661.0103536176
2037,208625.27653212982
2038,323969.9913864629
2039,231782.40960850596
2040,266437.74049033993
2041,297010.80842314265
2042,206614.62270822146
2043,175698.98712684345
2044,167133.58248366043
2045,217214.16630154307
2046,146077.0131354338
2047,147089.11655450493
2048,141828.29538738204
2049,142237.2979977586
2050,177903.22493752252
2051,102873.7082821862
2052,125898.46426812901
2053,148968.73418949946
2054,86336.33160658361
2055,159229.0278567318
2056,148755.6617422355
2057,112732.14812785374
2058,215707.80209542986
2059,132485.4416746702
2060,173456.28047786345
2061,176370.88673541544
2062,128237.26825122608
2063,116590.69396036815
2064,138869.74440340308
2065,119860.853047309
2066,166224.00845994393
2067,114193.4303761574
2068,144475.69411920925
2069,87080.46134023854
2070,117900.66801349948
2071,93244.75686585836
2072,138156.28319967334
2073,132990.41499768983
2074,186635.91409290614
2075,149919.80947327035
2076,120386.37681326103
2077,150245.77922352037
2078,125462.88025817281
2079,134456.28005864745
2080,116364.60809068581
2081,126517.1557792399
2082,125469.99297224484
2083,147768.7072797693
2084,108831.99010995668
2085,116658.8652812885
2086,117559.16191986813
2087,122562.27274777839
2088,98051.9183775792
2089,79297.74729975808
2090,123683.79736721188
2091,110959.44834363674
2092,121721.36546664342
2093,115434.92886543712
2094,111745.96001780297
2095,149549.08686444338
